,id,seeker_post,response_post,ER_label,IP_label,EX_label,conv_type
296,296,truth,no it isn’t.,0,0,0,between
297,297,"i wonder if  has any understanding of the loss suffered by 170,000 families, if not for the deceased he helped kill,  through his neglect and incompetence","i suppose if the hcq was allowed for covid19 patients, the numbers would have decreased drastically.",0,0,0,between
298,298,"""...he shunned the spotlight and had zero sense of entitlement...""

so, pretty much the exact opposite of his brother.",and cheated on his wife just like the brother.,0,2,0,within
299,299,may i make a suggestion? how about all news outlets just stop broadcasting trump? all he and the gop do is regurgitate the same crap. focus on positive things. biden and harris are giving people hope. you have good candidates running for congress. please.,that would be great,0,0,0,within
300,300,may i make a suggestion? how about all news outlets just stop broadcasting trump? all he and the gop do is regurgitate the same crap. focus on positive things. biden and harris are giving people hope. you have good candidates running for congress. please.,yaaasss! we want pure propaganda.,0,0,0,between
301,301,"yes jill.  so much is at stake.  joe and the violent, anti free speech, authoritarian marxist agenda will destroy our country.  as an ex democrat i say...",yep,0,0,0,within
302,302,because she is smarter and knows more words maybe?,was good to hear something intelligent for a change.,0,0,0,within
303,303,"yes, without their masks!!!",actually they walked out with their masks on and did not touch when biden stepped aside to allow harris to speak. watch the whole thing vs just the clips faux news is showing you.,0,0,0,between
304,304,"yes, without their masks!!!",actually they walked out with their masks on and did not touch when biden stepped aside to allow harris to speak. watch the whole thing vs just the clips faux news is showing you.,0,0,0,between
305,305,"i suppose if the hcq was allowed for covid19 patients, the numbers would have decreased drastically.","it is allowed if your doctor feels it will work, but it does not, so they don't prescribe it. no one has banned it.",0,0,0,between
306,306,more lies from a fake president. not a surprise but good food for idiots.,they are called magats!! 🤣,0,0,0,within
307,307,"yes, without their masks!!!",yeah well the fat orange turd never wears one,0,0,0,between
308,308,you replied to this. what help do you need?,enjoy the rest of your night,0,0,0,between
309,309,"yes, without their masks!!!",arrest kahlua!!!!,0,0,0,within
310,310,you replied to this. what help do you need?,,0,0,0,between
311,311,you replied to this. what help do you need?,"all y’all gonna be furious when trump wins again, i hope your brains don’t get broken again.",0,0,0,between
312,312,"no one on this planet has said worse than you about joe biden---and mocking his studder, unforgivable!","how about calling him out on being a perv to young girls, under criminal investigation in the ukraine...and you worry about a studder, that my friend is truly the unforgivable.",0,0,0,between
313,313,"yes, without their masks!!!",because now they could care less if he gets covid.,0,0,0,within
314,314,kamala is discarded garbage: black democrats already rejected her in the primaries where she barely got 2% of the vote.,racist,0,0,0,between
315,315,my thought. she should change her last name though.,"yeah, to obama. that would annoy donald massively.",0,0,0,within
316,316,"these people have been at it for 5 years, people are finally waking up to what antifa is all about.",what exactly is antifa all about? i seriously don't know. other than i think it means anti-fascist???,0,0,2,between
317,317,the hypocrisy of your publication is sickening,there's a difference because blm wears masks dumbass.,0,0,0,between
318,318,her and the horse.,is that what conservatives are calling husbands now??,0,0,2,between
319,319,been thinking that. i sure would be something,nice profile pic h.i.m,0,0,0,within
320,320,talking about beau biden not hunter .....wonder why?....oh yeah i remember...do you?,so then let’s have the dump offspring discussion.  case closed,0,0,0,between
321,321,so very sad. bigly sad. so sad he needs to console himself plying golf while his 'best friend' died.,fake news mate.,0,0,0,within
322,322,good to see this guy outside the basement.,wish we can say the same about the bunker boy. “know nothing do nothing 45”,0,0,0,between
323,323,talking about beau biden not hunter .....wonder why?....oh yeah i remember...do you?,can trump even name all his kids? does he know whose mother is which? bet not.....,0,0,2,between
324,324,"i have just as much symparhy for trump's family as he has expressed for the 170,000 peoplw whose deaths he could have prevented.",his only failure as president.,0,0,0,within
325,325,potus has done more in one day of his life for the people of america than you will ever do.,"gotta agree with you there. i’ve never killed more than 1,000 people in a single day.",0,2,0,between
326,326,he’s  got nerve talking about people not doing their jobs - he’s supposed to be campaigning and just fucking started - what an idiot,"campaigning while you have an opponent doing the job for you
nahhh 

biden is smart and his moves are calculated by taking account the pandemic",0,0,0,between
327,327,i'm so sick of agolf twitler.,like the description,0,0,0,within
328,328,"- created jobs
- rebuilt economy
- tax cuts
- re-negotiated trade deals
- criminal justice reform
- exited iran/paris deals
- reduced regs
- 200+ judge appts/2 scotus
- stood up to russia/syria
- stabilized nk
- oil independence
- nato nations paying",..and playing golf ...go trump,0,0,0,within
329,329,"has the dude .. even gone on a single ""vacation"" ?? honest question.

just golfing, yes ?

how many trips to maui and family junkets did 44 take ?  not even including his golf.  just his noted vacations.

anyone ?","i think he took...yeah, no...none registered...",0,0,0,within
330,330,"what your small mind does not understand,  is the secret service can not lock down that hospital for a long period of time. other people want to visit loved ones, if he stayed you would call him selfish.  grow up.",so instead he went playing golf. i suppose we all grieve differently.,0,0,0,between
331,331,"has the dude .. even gone on a single ""vacation"" ?? honest question.

just golfing, yes ?

how many trips to maui and family junkets did 44 take ?  not even including his golf.  just his noted vacations.

anyone ?",took like two seconds for the bu bu but obama!  no one could have predicted this 🦠🦠🦠,0,0,0,between
332,332,".
probably 

dems never take accountability 
ever

.","ridiculous tweet of the day. 

trump never takes responsibility.",0,2,0,between
333,333,the hypocrisy of your publication is sickening,"wow, that's pretty damn blatant lol .... nyt is such a joke",0,0,0,within
334,334,"president trump : sleepy joe is all talk and no action. come this november 🤣, l am going to pass him by as easily as the blowing breeze .","""yo - semite"" trump is working pretty hard to steal the election..... dude.  ""it is what it is""... and he won't win.",0,0,0,within
335,335,"what your small mind does not understand,  is the secret service can not lock down that hospital for a long period of time. other people want to visit loved ones, if he stayed you would call him selfish.  grow up.",he went to the movies when his brother fred was in a hospital dying. what’s your excuse for that moment?  i’m dying to know.,0,0,2,between
336,336,"has the dude .. even gone on a single ""vacation"" ?? honest question.

just golfing, yes ?

how many trips to maui and family junkets did 44 take ?  not even including his golf.  just his noted vacations.

anyone ?",your boy trump spent more on vacations in three years than obama did in eight,0,0,0,between
337,337,"a close friend of mine died last year , he was a big disc golfing guy. we all gathered on one of the courses and played in remembrance of him.  even scattered the ashes .  why must you no so obtuse to say he has to isolate himself indoors to grieve .",while he was dying?!,0,0,0,between
338,338,"has the dude .. even gone on a single ""vacation"" ?? honest question.

just golfing, yes ?

how many trips to maui and family junkets did 44 take ?  not even including his golf.  just his noted vacations.

anyone ?",you think that this clown is hard working president lmao 🤣,0,0,0,between
339,339,all he has to say is: “ it iswhat it is”,you both are gross,0,0,0,between
340,340,"has the dude .. even gone on a single ""vacation"" ?? honest question.

just golfing, yes ?

how many trips to maui and family junkets did 44 take ?  not even including his golf.  just his noted vacations.

anyone ?","it's documented trump has spent over 1/3 of his presidency golfing. trump's golf qualifies as vacation when it's done so frequently. this is especially true since trump said, “i’m going to be working for you, i’m not going to have time to go play golf.""",0,2,0,between
341,341,he didn't come off well in mary trump's book.,he doesn’t come off well every day on the media. he will be re-elected.,0,0,0,between
342,342,"has the dude .. even gone on a single ""vacation"" ?? honest question.

just golfing, yes ?

how many trips to maui and family junkets did 44 take ?  not even including his golf.  just his noted vacations.

anyone ?",trump also donates his presidential salary. ignore  the noise of the haters.,0,0,0,within
343,343,how would they know unless the family releases the cause of death?,"wow so his brother can choose to not release his cause of death while patient who died of covid will have immediate press release. wow, i thought americans ditch the idea of barons and kings long time ago?",0,0,0,within
344,344,how would they know unless the family releases the cause of death?,"they will definitely not share that it was from the virus that trump thinks is a hoax! i feel sorrow for anyone’s family member passing away. it bothered his kind, compassionate and loving brother so much that he needed golf to console himself.",1,2,0,within
345,345,yep,classic!,0,0,0,within
346,346,how come beau is the only son mentioned?...doesn't hunter deserve a shout out?,well chuck it’s because of her relationship with beau and not hunter.,0,0,0,between
347,347,that is unkind.,may i send you a dm?,1,0,2,within
348,348,did you check obama's golf course frequency? hilarious. we know business gets done on the golf course.,don’t even... no comparison. president obama also worked hard for us. what’s the  doing? 🤔,0,0,2,between
349,349,how come beau is the only son mentioned?...doesn't hunter deserve a shout out?,she had the friendship with beau. she spoke on who she knew a d the relationship they had.,0,2,0,between
350,350,that is unkind.,"well, it is what it is!",0,0,0,within
351,351,"and where have you been, lo these past six months, joe?","ah! just busy planning, interviewing candidates for important posts for the white house. restoring “the soul of this nation” requires hard work. we need to have intellectual and intelligent people working for us.",0,0,0,between
352,352,"and where have you been, lo these past six months, joe?",where should he have been?,0,0,2,between
353,353,how come beau is the only son mentioned?...doesn't hunter deserve a shout out?,how come trump never discusses tiffany?,0,0,2,between
354,354,"get this, its in the article.",no it's not,0,0,0,within
355,355,"nah.. like my daughter who gets her homework done first then rewards herself with play; potus gets his work done and also enjoys the rewards of getting the job done with some golf.  don’t be jealous, mr. biden, it’s conduct unbecoming.",is your daughter four years old? 🤷‍♀️,0,0,2,between
356,356,".
probably 

dems never take accountability 
ever

.",actual quote:,0,0,0,between
357,357,the hypocrisy of your publication is sickening,it don't matter the left will always just ignore thier actions and always blame others it's just what they do b,0,0,0,within
358,358,why is jill biden on and not joe.? is joe’s dementia bad tonight.??,too many gaffes from jim crow joe,0,0,0,within
359,359,joe and the ho 2020,well he won’t be writing checks to her like the orange turd,0,0,0,between
360,360,brain bleed he had fallen a few months back and they were never estranged .. shameful reporting,it’s literally in the article. shame is on you.,0,0,0,between
361,361,brain bleed he had fallen a few months back and they were never estranged .. shameful reporting,what would you know?,0,0,2,between
362,362,from what i was seeing earlier it seems they’ve settled on racism with a healthy dash of sexism.,🤦‍♀️ really?  do you actually believe all criticism of her is sexist and racist?  what’s been said about her that was racist so far?,0,0,2,between
363,363,from what i was seeing earlier it seems they’ve settled on racism with a healthy dash of sexism.,it was also wildly predictable that any criticism biden’s pick was getting would be met with “racist” and “sexist”,0,0,0,between
364,364,that voice,"right? no 12 year old boy vocabulary, or repeating every word ""great things, great things"" or ""nobody knows more about everything than me"".
refreshing, isn't it 🤣",0,0,0,between
365,365,"joe biden lost his 30-year-old wife neilia and 13-month-old daughter naomi, who were killed in a car accident. more than 40 years later, his son beau died following a brain cancer diagnosis. rip neilia, naomi, and beau.","joe biden claimed a drunk driver killed his wife and daughter. it’s not true, but you’ll never hear about that in the mainstream media.",0,0,0,between
366,366,from what i was seeing earlier it seems they’ve settled on racism with a healthy dash of sexism.,u don't get tired of yourself?,0,0,2,between
367,367,"joe biden lost his 30-year-old wife neilia and 13-month-old daughter naomi, who were killed in a car accident. more than 40 years later, his son beau died following a brain cancer diagnosis. rip neilia, naomi, and beau.",hopefully your family is next,1,0,0,between
368,368,from what i was seeing earlier it seems they’ve settled on racism with a healthy dash of sexism.,"they seem to believe that is a powerful combination when they lack deep thought in regards to this process. here we go with the minorities don't have papers to be president again, like we're pets  the she from india crap is coming or canada malarkey.",0,0,0,within
369,369,if biden wins it will be time to move to mexico. it will be safer,no need...mexico will be here!!,1,0,0,within
370,370,that won't be hard to do.,she'll kick their asses.,0,0,0,between
371,371,yeah well i don't need to eat pie either. i still enjoy it. he was an asshole. he filed a lawsuit against mary trump to try to get her book held up. i'm glad he's dead.,karma for you is in store and deservingly so,0,0,0,between
372,372,you’d think they would be somewhat prepared to provide a consistent message seeing as she’s been a finalist for months now. or maybe she’s just that good.,here is start for you,1,0,0,between
373,373,yeah well i don't need to eat pie either. i still enjoy it. he was an asshole. he filed a lawsuit against mary trump to try to get her book held up. i'm glad he's dead.,death got no hero bruh! try another flick eatery.,0,0,0,within
374,374,just ask willie brown.,even i don’t care who donald slept w 26 years ago.,0,0,0,between
375,375,if biden wins it will be time to move to mexico. it will be safer,start packing!,0,0,0,within
376,376,yeah well i don't need to eat pie either. i still enjoy it. he was an asshole. he filed a lawsuit against mary trump to try to get her book held up. i'm glad he's dead.,your tweet is proof that monsters do roam this earth,0,0,0,between
377,377,just ask willie brown.,ask god about donnie-,0,0,0,between
378,378,".
probably 

dems never take accountability 
ever

.",you dont sound very bright. no offense meant,0,0,0,between
379,379,if biden wins it will be time to move to mexico. it will be safer,you ain't left yet!,1,0,0,within
380,380,a black woman had sex! doesn’t seem to be working.,"bless your heart. if only adultery and fucking her way into politics was the only problem.

flashback: father of kamala harris details on how their ancestors owned slaves",0,0,0,between
381,381,biden has already been grappling her...,she doesn’t strike me as someone who would tolerate sexual harassment guy.,0,0,0,between
382,382,what the fuck...?,,0,0,0,between
383,383,biden has already been grappling her...,u mean like trump did his daughter when she gave him a lap dance when she was a teenager,0,0,0,within
384,384,"it’s pretty easy, look at california, do you want that “utopia” for the rest of the country??  the laws and policies are causing mass exits to other states.",most populated state in the country - ca.   40m ppl.,0,0,0,between
385,385,just reference her notion of a v-shaped recovery,looks like melania.    there’s naked pictures of the first lady all over the internet- classy gal.,0,0,0,between
386,386,just tell the truth.,not in their repertoire.,0,0,0,between
387,387,the hypocrisy of your publication is sickening,this photo you posted shows a sea of masked faces.,0,0,0,between
388,388,where’s joe?,it's the usa. women don't need chaperones....,0,0,0,between
389,389,the only reason they would grapple is because they have so much they can wipe the floor with on her it's hard to know where to start,"how about the 166,000 dead americans on trump watch or the 10 million out of work or the 50 million unemployed or the worst economy in the united states ever since the great depression or the 5 million infected or the all 50 states that r infected with the virus let’s start there",0,0,0,between
390,390,the only reason they would grapple is because they have so much they can wipe the floor with on her it's hard to know where to start,"""supporter of truth""? jock strap of lies is more accurate.",0,0,0,between
391,391,the only reason they would grapple is because they have so much they can wipe the floor with on her it's hard to know where to start,you're delusional lol,0,0,0,between
392,392,he should concentrate on the policies of the guy running against him. concentrate on harris and he’ll just look mean.,"he and pence seem like they’re not putting a ton of oxygen into her.  it’s the rest of the campaign, which is fine.",0,0,0,within
393,393,proud dad moment! my 20 year old son just told me he is voting for donald trump and said a lot of his friends feel the same way he does.,idiots rising idiots,0,0,0,between
394,394,good.  now what about breonna taylor's murderers?,they were fired upon and returned fire.  case closed.,0,0,0,between
395,395,he should concentrate on the policies of the guy running against him. concentrate on harris and he’ll just look mean.,he is mean.,0,0,0,between
396,396,proud dad moment! my 20 year old son just told me he is voting for donald trump and said a lot of his friends feel the same way he does.,idiots rising idiots,0,0,0,between
397,397,testing is a lie! virus is no worse than the flu? do you know anyone who's sick?,"i personally know 4 ppl that have been sick, of which 3 close relatives.

one had bad symptoms, two light, one asymptomatic.",0,2,0,between
398,398,he should concentrate on the policies of the guy running against him. concentrate on harris and he’ll just look mean.,"harris is such a good vp pick that she kinda over shadows biden, i'm excited about harris being president",0,0,0,between
399,399,he should concentrate on the policies of the guy running against him. concentrate on harris and he’ll just look mean.,"biden isn’t the guy, he’s a decoy. harris is the true opponent.",0,0,0,within
400,400,"trumps lack of accomplishments or legislation, coupled with his complete failure of leadership in dealing with the coronavirus are really hurting his re-election campaign.",you talking about 🤔,0,0,0,between
401,401,,"new york times please, will be more easy and people following you if you speak spanish, because canadians have their own problems lol..",0,0,0,
402,402,"trumps lack of accomplishments or legislation, coupled with his complete failure of leadership in dealing with the coronavirus are really hurting his re-election campaign.","lack of accomplishments? huh.  he deregulated a out of control red tape nightmare, best employment for minorities in us history and many more.  now dealing with covid, he has done nothing but follow recommendations and offer his republic of states help when asked.",0,2,0,between
403,403,feel sorry for the people who vote for him  joe who!,at a cult meeting tonight?   red -doggy - bag??,0,0,2,between
404,404,proud dad moment! my 20 year old son just told me he is voting for donald trump and said a lot of his friends feel the same way he does.,"basically confirming we support a snake oil salesman! someone who cant lead a country out of covid19, cheats on his wife weeks after she gave birth, multitude of law suits for sexual assaults, bankruptcies and partnerships with global organized crime; be very proud. lol",0,0,0,between
405,405,,"new york times please, will be more easy and people following you if you speak spanish, because canadians have their own problems lol..",0,0,0,
406,406,"trumps lack of accomplishments or legislation, coupled with his complete failure of leadership in dealing with the coronavirus are really hurting his re-election campaign.",lol not how we see it. i guess that's the whole point,0,0,0,between
407,407,,what could be the reason behind all these? i don’t understand what kind of message these class of people want to send.,0,0,2,
408,408,grapple? haha they've got her nailed,got her nailed?  she's the one who does the nailing. barr was the one who had trouble grappling.,0,0,0,between
409,409,,what could be the reason behind all these? i don’t understand what kind of message these class of people want to send.,0,0,2,
410,410,,"see, here in the usa, when we find out someone is a perpetrator of sexual violence, we nominate them for president.",0,0,0,
411,411,"all trump had to do in the beginning, was tell his supporters that wearing a mask will trigger liberals and they'd all be wearing them.",...or say obama doesn't want you to wear a mask. problem solved over night.,0,0,0,within
412,412,god i hope he was drunk or high!,tucson... meth.,0,0,0,within
413,413,masks don't stop covid,it does help in mitigating the spread.,0,0,0,between
414,414,and this yesterday.,"but want to constantly bring up the violence by the protestors, but absolutely nothing about assaulting people doing their jobs. i'm more worried about people than property any day. this is one of many, too many.",0,2,0,within
415,415,"jesus, why are republicans so damn mad about everything? wearing a mask isn't a big deal. like at all. smh","it does suck. it's pretty annoying. but it's not difficult.
god forbid you do something for others america!  ""ask not what your country can do for you, ask how much more you can feel entitled to."" these people put the me in america. sorry, world. we're working on it. (11-3-2020)",1,2,0,within
416,416,my kids got a great public and are doing quite well in technical fields and making bank. indoctrination my ass.,"when and where makes a big difference, i got a decent education in a country town far from city bs in the '80s. american history was a little weak but not as bad as today where they want to raise kids hating themselves for being white and or male and hating their country.",0,2,0,between
417,417,the hypocrisy of your publication is sickening,you don’t like the protesters.... start defending the victims,0,0,0,between
418,418,feel sorry for the people who vote for him  joe who!,at a cult meeting tonight?   red -doggy - bag??,0,0,2,between
419,419,god wins!!,"well, quiet a few of them might go to seek judgment but i don't know if that's ""winning. """,0,0,0,between
420,420,god wins!!,"there is no god, and if there is, he’s a sadistic prankster.  moreover, who do you think will keep the parishioners who get seriously ill from dying?  doctors and nurses, that’s who.",0,0,2,between
421,421,how many fatalities?,"still just 22. last death was may 20th, so nearly 3 months ago.",0,2,0,between
422,422,god wins!!,"if your god requires you to sit in a building to worship him, your god is a dick. 

lick a shopping cart, sign a dnr",0,0,0,between
423,423,god wins!!,killstreak ready,0,0,0,between
424,424,"dammit, and just last week i was checking what the cost of living would be in new zealand.",really?,0,0,2,within
425,425,god wins!!,🤣,0,0,0,between
426,426,"all these promises and both have been there for years. not a damn thing done.  amazing how the pandering starts when they want something. they want your vote and after that, kick ya to the curb like they’ve done up until now.",you should know that feeling well after the past 3 years.,0,0,0,between
427,427,"dammit, and just last week i was checking what the cost of living would be in new zealand.",really?,0,0,2,within
428,428,in the running for the coveted darwin group award.,nope. these guys won...,0,2,0,between
429,429,why?  can’t people worship at home?,"they know ""god"" is not in their house, even though it's said that ""god"" is omnipresent...",0,0,0,within
430,430,"wow.. they must love tyranny in new zealand.

thats the shit that happens when you let a group of individuals in power take your guns.",the political opposition specifically requested the extension to make the voting more fair.,0,0,0,between
431,431,"you say “defying orders”
they say “peacefully protesting”",what are they protesting exactly?,0,0,2,between
432,432,"wow.. they must love tyranny in new zealand.

thats the shit that happens when you let a group of individuals in power take your guns.",the political opposition specifically requested the extension to make the voting more fair.,0,0,0,between
433,433,the hypocrisy of your publication is sickening,all with masks.,0,0,0,between
434,434,"sorry jill but it's obvious to everyone that something is wrong with joe. tell him to do the right thing, put his ego away and endorse andrew yang. we need a visionary once in a lifetime candidate, not an aging has-been.",not obvious to the folks who've watched un-edited versions of biden speeches..  8 years vp - biden was solid.. president / talented democratic team.... the usa will rise again.,0,0,0,within
435,435,this is the dumbest fucking investigation of all time and i’m thrilled so many gopers are hitching their wagons this anchor. keep investigating! you’re all doing great,"yep‼️at least it keeps the gop busy...
delusional much⁉️🤣",0,0,0,within
436,436,,i’d explain the 15 different ways this is wrong but something tells me you just lookin to shitpost,0,0,0,
437,437,"what were his chances against hillary? everyone vote, don't believe polls.","you know, those aren't mutually exclusive.",0,0,0,within
438,438,,your health insurance probably includes mental health care.   you should look into it.,0,0,0,
439,439,,your health insurance probably includes mental health care.   you should look into it.,0,0,0,
440,440,"what were his chances against hillary? everyone vote, don't believe polls.",82% chance of winning and she lost on election day.,0,0,0,between
441,441,"what were his chances against hillary? everyone vote, don't believe polls.",literally the exact same.,0,2,0,within
442,442,"what were his chances against hillary? everyone vote, don't believe polls.",50 50. trump cheated.,0,0,0,within
443,443,lmao and hillary had a 99.8% chance of winning and look at who’s president w,she didn't. but good try.,0,0,0,between
444,444,i’m scared everyone is getting too cocky about biden winning.,who's getting cocky? the polls shouldn't control how we act now.,0,0,2,within
445,445,"this election is a straight battle between good vs evil, anti- racism vs  racism,  fox vs cnn, rich vs poor, corruption vs ethics and life vs death.
only the lowest of the low would vote trump.",wow are you misguided. i feel sorry for you as you have the evil switched. it makes sense if you actually believe cnn is news.  no hope for you,1,0,0,between
446,446,i’m scared everyone is getting too cocky about biden winning.,after the first debate between biden and trump.   is when all the fog will clear from the battlefield.,0,0,0,within
447,447,"hey, jill!

joe's a big boy. let him fight his own battles ...if, indeed, he's capable. and the world thinks he isn't!",hey jack.... let the woman speak..  it's not 1950 anymore.,0,0,0,between
448,448,538 had hillary at 85% chance of winning.,incorrect. and your gif doesn't actually add anything to the discussion.,0,0,0,between
449,449,"this election is a straight battle between good vs evil, anti- racism vs  racism,  fox vs cnn, rich vs poor, corruption vs ethics and life vs death.
only the lowest of the low would vote trump.",you are smoking crack,0,0,0,between
450,450,didn't hillary clinton have a 99% chance at one point? lol.,"that was in a really poor model that didn’t correlate polling errors between states, among other issues. 538 has a good track record. but 71% ≠ 100%.",0,0,0,between
451,451,didn't hillary clinton have a 99% chance at one point? lol.,"ahem, no.",0,0,0,between
452,452,"this election is a straight battle between good vs evil, anti- racism vs  racism,  fox vs cnn, rich vs poor, corruption vs ethics and life vs death.
only the lowest of the low would vote trump.",i am proudly the lowest of lows-voting for trump.,0,0,0,between
453,453,didn't hillary clinton have a 99% chance at one point? lol.,"""russia helped me win.""

 - djt, 6-19

lol",0,2,0,between
454,454,didn't hillary clinton have a 99% chance at one point? lol.,"yes. but this is nothing like 2016. people have seen what trump has to offer. he kept none of the promises he made. the last 3 years have been one failure after another. and people who didn't vote last time, have done so in every elections since then. it's completely different.",0,2,0,between
455,455,didn't hillary clinton have a 99% chance at one point? lol.,if you think 99% means impossible you don’t understand basic math.,0,0,0,between
456,456,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help",it's called hydroxychloroquine,0,0,0,between
457,457,didn't hillary clinton have a 99% chance at one point? lol.,no.,0,0,0,between
458,458,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help",it's called hydroxychloroquine,0,0,0,between
459,459,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help",it's called hydroxychloroquine,0,0,0,between
460,460,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help",it's called hydroxychloroquine,0,0,0,between
461,461,how the fook is that so low?,"bc its a prediction model, time to election and a bunch of other random things are factored in... its better to just look at polls. this is just basically a propaganda model to energize people",0,0,0,within
462,462,the hypocrisy of your publication is sickening,"250,000 wrongs don't make a right.",0,0,0,between
463,463,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help",it's called hydroxychloroquine,0,0,0,between
464,464,how the fook is that so low?,nate silver does a really good job talking through the model on the 538 podcast.,0,0,0,within
465,465,how did her hair smell?,like kamalatoe,0,0,0,within
466,466,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help","hey why??

deaths - new york, new jersey, massachusetts, connecticut: 62,191 = death rate 1,603 per million. 

remaining usa deaths 110,973 = death rate 380

hey  report due to lockdown. cdc reported more high school children committing sucide than virus deaths",0,0,0,between
467,467,how the fook is that so low?,bipartisan agreement on one thing.,0,0,0,within
468,468,how the fook is that so low?,racism is a helluva drug.,0,2,0,within
469,469,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help","it's all about international travel,  thru ny primarily. india has much less international business travel from china. and china didn't stop international travel, just domestic travel.",0,0,0,between
470,470,lol people need to stop using 538 as a serious prediction tool,do you have a better tool? your gut feelings don't count.,0,0,2,within
471,471,"india with 1400 millon population only has 50k deaths
while usa with 330 million has 170.
that is it's 25 times more thn india.
unless
 realises ayurvedic medicines like ""giloy"" ""chyavan prash"" ""ashwa gandha"" 
simple -honey lime, turmeric powder milk can help",probably have a lot more immunity from other common corona viruses.,0,0,0,between
472,472,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,you didn’t get sick from covid so it’s a myth huh?   bit of a stretch there sir.   you should drop these surviving family members a note and tell them to quit faking it.,0,0,0,between
473,473,here to see magats melt down.,hahhahahahhaa tweet noted for posterity,0,0,0,between
474,474,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,so the patients were lying?? 🤔,0,0,2,within
475,475,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,what were you doing there? and why did the hospital have an entire floor of people hospitalized that weren’t actually sick?,0,0,2,within
476,476,i watched the whole thing- not once did either one of them say what they are going to do for the country,"an acceptance speech doesn’t require including what your plan is! it’s simply saying she’s happy to accept the offer, furthermore it’s a historical speech...",0,0,0,between
477,477,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,"imagine a hospital that knows how to sufficiently contain an airborne virus enough that you didn't catch it during your stay...

science is crazy, right?",0,0,0,within
478,478,this time the polls are more accurate because....?🤔,"we've now lived through 3.5 years of this crap and sane people are going to vote him out, minus the 165k dead americans.

 thank god we outnumber .",0,0,0,within
479,479,"how to identify attention seeking mama's boys and girls. if you couldn't tell already from loud, attention seeking exhausts and the extravagant costumes they wear. not only do they need to annoy everyone to be happy, now they want to spread a deadly virus. they should be arrested",why don’t you try telling that to their face see what happens,0,0,0,within
480,480,basement bedtime.,good night amanda.... hope your basement is not too moldy...,1,0,0,between
481,481,i watched the whole thing- not once did either one of them say what they are going to do for the country,"an acceptance speech doesn’t require including what your plan is! it’s simply saying she’s happy to accept the offer, furthermore it’s a historical speech...",0,0,0,between
482,482,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,re-read your own tweet and try again...,0,0,0,within
483,483,а 90% слабо?!,chego blyat??,0,0,2,within
484,484,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,didn’t you just defeat your own argument when you opened with “an entire floor of covid patients only”? 🤣,0,0,0,between
485,485,"poll biden has

88% chance of winning the electoral college and

97% chance of winning the popular vote

if polls were held today.",lmao!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,0,between
486,486,i watched the whole thing- not once did either one of them say what they are going to do for the country,based on biden’s past legislation and kamalas prosecution track record - i think we already know what they are going to “do” for this country. and it’s not good.,0,0,0,within
487,487,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,back to siberia russkie,0,0,0,within
488,488,"poll biden has

88% chance of winning the electoral college and

97% chance of winning the popular vote

if polls were held today.",i definitely believe he has an 89% chance of winning the popular vote. time to end the,0,0,0,within
